,Datetime,Hourly_Temp
68,2022-01-06 20:00:00,12.267
69,2022-01-06 21:00:00,9.067
70,2022-01-06 22:00:00,12.467
71,2022-01-06 23:00:00,21.35
72,2022-01-07 00:00:00,23.967
73,2022-01-07 01:00:00,24.4
74,2022-01-07 02:00:00,23.9
75,2022-01-07 03:00:00,23.3
76,2022-01-07 04:00:00,22.8
77,2022-01-07 05:00:00,20.8
78,2022-01-07 06:00:00,14.967
79,2022-01-07 07:00:00,11.7
80,2022-01-07 08:00:00,15.6
81,2022-01-07 09:00:00,8.4
82,2022-01-07 10:00:00,9.067
83,2022-01-07 11:00:00,9.967
84,2022-01-07 12:00:00,9.8
85,2022-01-07 13:00:00,9.833
86,2022-01-07 14:00:00,12.433
87,2022-01-07 15:00:00,9.767
88,2022-01-07 16:00:00,9.567
89,2022-01-07 17:00:00,9.1
90,2022-01-07 18:00:00,11.7
91,2022-01-07 19:00:00,25.333
92,2022-01-07 20:00:00,8.167
93,2022-01-07 21:00:00,16.167
94,2022-01-07 22:00:00,16.133
95,2022-01-07 23:00:00,26.2
96,2022-01-08 00:00:00,26.75
97,2022-01-08 01:00:00,25.867
98,2022-01-08 02:00:00,24.767
99,2022-01-08 03:00:00,23.95
100,2022-01-08 04:00:00,23.333
101,2022-01-08 05:00:00,22.7
102,2022-01-08 06:00:00,11.8
103,2022-01-08 07:00:00,15.4
104,2022-01-08 08:00:00,7.45
105,2022-01-08 09:00:00,12.167
106,2022-01-08 10:00:00,9.2
107,2022-01-08 11:00:00,9.8
108,2022-01-08 12:00:00,10.067
109,2022-01-08 13:00:00,10.1
110,2022-01-08 14:00:00,10.35
111,2022-01-08 15:00:00,14.567
112,2022-01-08 16:00:00,9.1
113,2022-01-08 17:00:00,8.133
114,2022-01-08 18:00:00,20.55
115,2022-01-08 19:00:00,19.167
116,2022-01-08 20:00:00,18.1
117,2022-01-08 21:00:00,11.0
118,2022-01-08 22:00:00,13.233
119,2022-01-08 23:00:00,21.167
120,2022-01-09 00:00:00,23.5
121,2022-01-09 01:00:00,23.7
122,2022-01-09 02:00:00,23.267
123,2022-01-09 03:00:00,22.8
124,2022-01-09 04:00:00,22.333
125,2022-01-09 05:00:00,22.0
126,2022-01-09 06:00:00,16.533
127,2022-01-09 07:00:00,14.333
128,2022-01-09 08:00:00,12.2
129,2022-01-09 09:00:00,8.767
130,2022-01-09 10:00:00,9.4
131,2022-01-09 11:00:00,9.633
132,2022-01-09 12:00:00,9.9
133,2022-01-09 13:00:00,9.5
134,2022-01-09 14:00:00,12.8
135,2022-01-09 15:00:00,9.833
136,2022-01-09 16:00:00,9.1
137,2022-01-09 17:00:00,13.067
138,2022-01-09 18:00:00,16.5
139,2022-01-09 19:00:00,25.033
140,2022-01-09 20:00:00,23.5
141,2022-01-09 21:00:00,8.325
142,2022-01-09 22:00:00,14.2
143,2022-01-09 23:00:00,25.7
144,2022-01-10 00:00:00,26.767
145,2022-01-10 01:00:00,25.367
146,2022-01-10 02:00:00,24.1
147,2022-01-10 03:00:00,23.2
148,2022-01-10 04:00:00,22.533
149,2022-01-10 05:00:00,21.933
150,2022-01-10 06:00:00,21.85
151,2022-01-10 07:00:00,22.9
152,2022-01-10 08:00:00,18.2
153,2022-01-10 09:00:00,12.75
154,2022-01-10 10:00:00,12.575
155,2022-01-10 11:00:00,17.8
156,2022-01-10 12:00:00,9.867
157,2022-01-10 13:00:00,10.333
158,2022-01-10 14:00:00,19.5
159,2022-01-10 15:00:00,13.0
160,2022-01-10 16:00:00,14.267
161,2022-01-10 17:00:00,17.633
162,2022-01-10 18:00:00,21.367
163,2022-01-10 19:00:00,22.85
164,2022-01-10 20:00:00,18.467
165,2022-01-10 21:00:00,14.067
166,2022-01-10 22:00:00,18.867
167,2022-01-10 23:00:00,23.867
168,2022-01-11 00:00:00,25.05
169,2022-01-11 01:00:00,24.5
170,2022-01-11 02:00:00,23.567
171,2022-01-11 03:00:00,22.8
172,2022-01-11 04:00:00,22.3
173,2022-01-11 05:00:00,21.867
174,2022-01-11 06:00:00,21.5
175,2022-01-11 07:00:00,21.3
176,2022-01-11 08:00:00,21.5
177,2022-01-11 09:00:00,21.967
178,2022-01-11 10:00:00,22.767
179,2022-01-11 11:00:00,23.35
180,2022-01-11 12:00:00,23.667
181,2022-01-11 13:00:00,23.833
182,2022-01-11 14:00:00,24.133
183,2022-01-11 15:00:00,24.3
184,2022-01-11 16:00:00,24.2
185,2022-01-11 17:00:00,23.9
186,2022-01-11 18:00:00,23.4
187,2022-01-11 19:00:00,22.95
188,2022-01-11 20:00:00,22.433
189,2022-01-11 21:00:00,22.033
190,2022-01-11 22:00:00,21.75
191,2022-01-11 23:00:00,21.433
192,2022-01-12 00:00:00,21.25
193,2022-01-12 01:00:00,21.075
194,2022-01-12 02:00:00,20.833
195,2022-01-12 03:00:00,20.7
196,2022-01-12 04:00:00,20.55
197,2022-01-12 05:00:00,20.267
198,2022-01-12 06:00:00,21.767
199,2022-01-12 07:00:00,24.767
200,2022-01-12 08:00:00,24.067
201,2022-01-12 09:00:00,23.4
202,2022-01-12 10:00:00,23.333
203,2022-01-12 11:00:00,23.7
204,2022-01-12 12:00:00,24.2
205,2022-01-12 13:00:00,24.8
206,2022-01-12 14:00:00,25.467
207,2022-01-12 15:00:00,25.7
208,2022-01-12 16:00:00,25.4
209,2022-01-12 17:00:00,24.35
210,2022-01-12 18:00:00,23.3
211,2022-01-12 19:00:00,22.3
212,2022-01-12 20:00:00,21.55
213,2022-01-12 21:00:00,20.933
214,2022-01-12 22:00:00,20.3
215,2022-01-12 23:00:00,19.933
216,2022-01-13 00:00:00,19.55
217,2022-01-13 01:00:00,19.167
218,2022-01-13 02:00:00,18.733
219,2022-01-13 03:00:00,18.233
220,2022-01-13 04:00:00,17.733
221,2022-01-13 05:00:00,17.35
222,2022-01-13 06:00:00,17.733
223,2022-01-13 07:00:00,21.633
224,2022-01-13 08:00:00,21.467
225,2022-01-13 09:00:00,20.867
226,2022-01-13 10:00:00,20.85
227,2022-01-13 11:00:00,21.233
228,2022-01-13 12:00:00,21.775
229,2022-01-13 13:00:00,22.667
230,2022-01-13 14:00:00,23.533
231,2022-01-13 15:00:00,24.0
232,2022-01-13 16:00:00,23.867
233,2022-01-13 17:00:00,23.35
234,2022-01-13 18:00:00,22.6
235,2022-01-13 19:00:00,21.9
236,2022-01-13 20:00:00,21.233
237,2022-01-13 21:00:00,21.533
238,2022-01-13 22:00:00,22.4
239,2022-01-13 23:00:00,26.05
240,2022-01-14 00:00:00,25.1
241,2022-01-14 01:00:00,23.3
242,2022-01-14 02:00:00,21.8
243,2022-01-14 03:00:00,20.733
244,2022-01-14 04:00:00,19.9
245,2022-01-14 05:00:00,19.3
246,2022-01-14 06:00:00,19.667
247,2022-01-14 07:00:00,20.667
248,2022-01-14 08:00:00,21.433
249,2022-01-14 09:00:00,22.533
250,2022-01-14 10:00:00,18.233
251,2022-01-14 11:00:00,17.9
252,2022-01-14 12:00:00,12.5
253,2022-01-14 13:00:00,9.65
254,2022-01-14 14:00:00,17.3
255,2022-01-14 15:00:00,25.75
256,2022-01-14 16:00:00,26.733
257,2022-01-14 17:00:00,25.467
258,2022-01-14 18:00:00,24.067
259,2022-01-14 19:00:00,23.067
260,2022-01-14 20:00:00,22.3
261,2022-01-14 21:00:00,21.533
262,2022-01-14 22:00:00,23.033
263,2022-01-14 23:00:00,26.15
264,2022-01-15 00:00:00,24.833
265,2022-01-15 01:00:00,23.3
266,2022-01-15 02:00:00,22.033
267,2022-01-15 03:00:00,20.833
268,2022-01-15 04:00:00,19.9
269,2022-01-15 05:00:00,19.2
270,2022-01-15 06:00:00,18.9
271,2022-01-15 07:00:00,20.55
272,2022-01-15 08:00:00,21.2
273,2022-01-15 09:00:00,21.767
274,2022-01-15 10:00:00,22.9
275,2022-01-15 11:00:00,13.933
276,2022-01-15 12:00:00,21.4
277,2022-01-15 13:00:00,14.133
278,2022-01-15 14:00:00,18.1
279,2022-01-15 15:00:00,18.433
280,2022-01-15 16:00:00,13.45
281,2022-01-15 17:00:00,23.4
282,2022-01-15 18:00:00,23.067
283,2022-01-15 19:00:00,23.867
284,2022-01-15 20:00:00,22.4
285,2022-01-15 21:00:00,22.167
286,2022-01-15 22:00:00,21.95
287,2022-01-15 23:00:00,26.3
288,2022-01-16 00:00:00,25.267
289,2022-01-16 01:00:00,23.433
290,2022-01-16 02:00:00,21.933
291,2022-01-16 03:00:00,20.8
292,2022-01-16 04:00:00,20.05
293,2022-01-16 05:00:00,19.533
294,2022-01-16 06:00:00,19.167
295,2022-01-16 07:00:00,20.3
296,2022-01-16 08:00:00,21.9
297,2022-01-16 09:00:00,22.5
298,2022-01-16 10:00:00,16.467
299,2022-01-16 11:00:00,23.4
300,2022-01-16 12:00:00,17.133
301,2022-01-16 13:00:00,11.933
302,2022-01-16 14:00:00,10.2
303,2022-01-16 15:00:00,12.6
304,2022-01-16 16:00:00,17.4
305,2022-01-16 17:00:00,16.033
306,2022-01-16 18:00:00,15.667
307,2022-01-16 19:00:00,23.15
308,2022-01-16 20:00:00,15.8
309,2022-01-16 21:00:00,15.8
310,2022-01-16 22:00:00,22.733
311,2022-01-16 23:00:00,26.167
312,2022-01-17 00:00:00,24.633
313,2022-01-17 01:00:00,23.35
314,2022-01-17 02:00:00,22.333
315,2022-01-17 03:00:00,21.5
316,2022-01-17 04:00:00,20.967
317,2022-01-17 05:00:00,20.5
318,2022-01-17 06:00:00,20.233
319,2022-01-17 07:00:00,23.5
320,2022-01-17 08:00:00,22.9
321,2022-01-17 09:00:00,22.1
322,2022-01-17 10:00:00,22.1
323,2022-01-17 11:00:00,22.633
324,2022-01-17 12:00:00,23.35
325,2022-01-17 13:00:00,24.033
326,2022-01-17 14:00:00,24.667
327,2022-01-17 15:00:00,24.9
328,2022-01-17 16:00:00,24.8
329,2022-01-17 17:00:00,24.367
330,2022-01-17 18:00:00,23.8
331,2022-01-17 19:00:00,23.2
332,2022-01-17 20:00:00,22.667
333,2022-01-17 21:00:00,22.25
334,2022-01-17 22:00:00,22.033
335,2022-01-17 23:00:00,21.867
336,2022-01-18 00:00:00,21.467
337,2022-01-18 01:00:00,21.15
338,2022-01-18 02:00:00,20.8
339,2022-01-18 03:00:00,20.367
340,2022-01-18 04:00:00,19.967
341,2022-01-18 05:00:00,19.65
342,2022-01-18 06:00:00,19.5
343,2022-01-18 07:00:00,19.267
344,2022-01-18 08:00:00,19.3
345,2022-01-18 09:00:00,19.8
346,2022-01-18 10:00:00,20.45
347,2022-01-18 11:00:00,21.3
348,2022-01-18 12:00:00,22.175
349,2022-01-18 13:00:00,23.0
350,2022-01-18 14:00:00,23.867
351,2022-01-18 15:00:00,24.367
352,2022-01-18 16:00:00,24.35
353,2022-01-18 17:00:00,24.0
354,2022-01-18 18:00:00,23.3
355,2022-01-18 19:00:00,22.55
356,2022-01-18 20:00:00,21.933
357,2022-01-18 21:00:00,21.3
358,2022-01-18 22:00:00,20.733
359,2022-01-18 23:00:00,20.2
360,2022-01-19 00:00:00,19.667
361,2022-01-19 01:00:00,19.35
362,2022-01-19 02:00:00,19.1
363,2022-01-19 03:00:00,18.8
364,2022-01-19 04:00:00,18.5
365,2022-01-19 05:00:00,18.4
366,2022-01-19 06:00:00,19.6
367,2022-01-19 07:00:00,22.667
368,2022-01-19 08:00:00,25.067
369,2022-01-19 09:00:00,23.467
370,2022-01-19 10:00:00,22.533
371,2022-01-19 11:00:00,22.5
372,2022-01-19 12:00:00,22.85
373,2022-01-19 13:00:00,23.333
374,2022-01-19 14:00:00,23.8
375,2022-01-19 15:00:00,23.9
376,2022-01-19 16:00:00,23.75
377,2022-01-19 17:00:00,23.3
378,2022-01-19 18:00:00,22.7
379,2022-01-19 19:00:00,22.167
380,2022-01-19 20:00:00,21.75
381,2022-01-19 21:00:00,21.333
382,2022-01-19 22:00:00,21.0
383,2022-01-19 23:00:00,20.9
384,2022-01-20 00:00:00,20.633
385,2022-01-20 01:00:00,20.3
386,2022-01-20 02:00:00,20.0
387,2022-01-20 03:00:00,19.75
388,2022-01-20 04:00:00,19.467
389,2022-01-20 05:00:00,19.233
390,2022-01-20 06:00:00,20.333
391,2022-01-20 07:00:00,18.6
392,2022-01-20 08:00:00,15.6
393,2022-01-20 09:00:00,15.3
394,2022-01-20 10:00:00,12.1
395,2022-01-20 11:00:00,9.6
396,2022-01-20 12:00:00,10.4
397,2022-01-20 13:00:00,10.233
398,2022-01-20 14:00:00,10.0
399,2022-01-20 15:00:00,10.033
400,2022-01-20 16:00:00,10.267
401,2022-01-20 17:00:00,9.933
402,2022-01-20 18:00:00,9.233
403,2022-01-20 19:00:00,13.633
404,2022-01-20 20:00:00,24.533
405,2022-01-20 21:00:00,23.667
406,2022-01-20 22:00:00,22.433
407,2022-01-20 23:00:00,21.9
408,2022-01-21 00:00:00,21.6
409,2022-01-21 01:00:00,21.233
410,2022-01-21 02:00:00,20.833
411,2022-01-21 03:00:00,20.45
412,2022-01-21 04:00:00,20.133
413,2022-01-21 05:00:00,19.733
414,2022-01-21 06:00:00,20.033
415,2022-01-21 07:00:00,16.633
416,2022-01-21 08:00:00,20.25
417,2022-01-21 09:00:00,10.85
418,2022-01-21 10:00:00,13.1
419,2022-01-21 11:00:00,9.267
420,2022-01-21 12:00:00,9.833
421,2022-01-21 13:00:00,10.0
422,2022-01-21 14:00:00,9.967
423,2022-01-21 15:00:00,9.8
424,2022-01-21 16:00:00,8.7
425,2022-01-21 17:00:00,12.133
426,2022-01-21 18:00:00,11.3
427,2022-01-21 19:00:00,11.4
428,2022-01-21 20:00:00,13.967
429,2022-01-21 21:00:00,12.933
430,2022-01-21 22:00:00,10.6
431,2022-01-21 23:00:00,24.033
432,2022-01-22 00:00:00,24.5
433,2022-01-22 01:00:00,23.55
434,2022-01-22 02:00:00,22.6
435,2022-01-22 03:00:00,21.667
436,2022-01-22 04:00:00,20.85
437,2022-01-22 05:00:00,20.25
438,2022-01-22 06:00:00,20.3
439,2022-01-22 07:00:00,16.15
440,2022-01-22 08:00:00,11.633
441,2022-01-22 09:00:00,11.2
442,2022-01-22 10:00:00,12.25
443,2022-01-22 11:00:00,8.667
444,2022-01-22 12:00:00,8.533
445,2022-01-22 13:00:00,10.933
446,2022-01-22 14:00:00,9.1
447,2022-01-22 15:00:00,10.0
448,2022-01-22 16:00:00,23.075
449,2022-01-22 17:00:00,25.033
450,2022-01-22 18:00:00,24.433
451,2022-01-22 19:00:00,23.933
452,2022-01-22 20:00:00,23.15
453,2022-01-22 21:00:00,22.6
454,2022-01-22 22:00:00,22.167
455,2022-01-22 23:00:00,22.033
456,2022-01-23 00:00:00,22.067
457,2022-01-23 01:00:00,21.967
458,2022-01-23 02:00:00,21.65
459,2022-01-23 03:00:00,21.333
460,2022-01-23 04:00:00,20.833
461,2022-01-23 05:00:00,20.5
462,2022-01-23 06:00:00,17.7
463,2022-01-23 07:00:00,16.45
464,2022-01-23 08:00:00,13.133
465,2022-01-23 09:00:00,11.633
466,2022-01-23 10:00:00,7.067
467,2022-01-23 11:00:00,7.4
468,2022-01-23 12:00:00,7.8
469,2022-01-23 13:00:00,8.167
470,2022-01-23 14:00:00,8.567
471,2022-01-23 15:00:00,8.2
472,2022-01-23 16:00:00,7.7
473,2022-01-23 17:00:00,11.767
474,2022-01-23 18:00:00,12.3
475,2022-01-23 19:00:00,12.3
476,2022-01-23 20:00:00,13.2
477,2022-01-23 21:00:00,13.167
478,2022-01-23 22:00:00,15.0
479,2022-01-23 23:00:00,24.6
480,2022-01-24 00:00:00,25.9
481,2022-01-24 01:00:00,24.6
482,2022-01-24 02:00:00,23.2
483,2022-01-24 03:00:00,22.1
484,2022-01-24 04:00:00,21.45
485,2022-01-24 05:00:00,20.933
486,2022-01-24 06:00:00,20.867
487,2022-01-24 07:00:00,14.833
488,2022-01-24 08:00:00,9.25
489,2022-01-24 09:00:00,11.3
490,2022-01-24 10:00:00,9.067
491,2022-01-24 11:00:00,8.267
492,2022-01-24 12:00:00,10.567
493,2022-01-24 13:00:00,9.05
494,2022-01-24 14:00:00,9.167
495,2022-01-24 15:00:00,12.133
496,2022-01-24 16:00:00,9.7
497,2022-01-24 17:00:00,16.267
498,2022-01-24 18:00:00,15.667
499,2022-01-24 19:00:00,17.867
500,2022-01-24 20:00:00,13.5
501,2022-01-24 21:00:00,11.267
502,2022-01-24 22:00:00,10.933
503,2022-01-24 23:00:00,18.7
504,2022-01-25 00:00:00,22.633
505,2022-01-25 01:00:00,22.833
506,2022-01-25 02:00:00,22.3
507,2022-01-25 03:00:00,21.6
508,2022-01-25 04:00:00,21.0
509,2022-01-25 05:00:00,20.6
510,2022-01-25 06:00:00,20.367
511,2022-01-25 07:00:00,20.333
512,2022-01-25 08:00:00,20.6
513,2022-01-25 09:00:00,21.1
514,2022-01-25 10:00:00,21.733
515,2022-01-25 11:00:00,17.4
516,2022-01-25 12:00:00,22.233
517,2022-01-25 13:00:00,23.45
518,2022-01-25 14:00:00,23.867
519,2022-01-25 15:00:00,24.0
520,2022-01-25 16:00:00,24.1
521,2022-01-25 17:00:00,23.9
522,2022-01-25 18:00:00,23.4
523,2022-01-25 19:00:00,22.767
524,2022-01-25 20:00:00,21.967
525,2022-01-25 21:00:00,21.267
526,2022-01-25 22:00:00,20.767
527,2022-01-25 23:00:00,20.4
528,2022-01-26 00:00:00,20.133
529,2022-01-26 01:00:00,20.0
530,2022-01-26 02:00:00,19.667
531,2022-01-26 03:00:00,19.35
532,2022-01-26 04:00:00,19.1
533,2022-01-26 05:00:00,12.3
534,2022-01-26 06:00:00,15.633
535,2022-01-26 07:00:00,19.567
536,2022-01-26 08:00:00,20.0
537,2022-01-26 09:00:00,19.567
538,2022-01-26 10:00:00,19.6
539,2022-01-26 11:00:00,20.067
540,2022-01-26 12:00:00,20.533
541,2022-01-26 13:00:00,20.95
542,2022-01-26 14:00:00,21.3
543,2022-01-26 15:00:00,21.6
544,2022-01-26 16:00:00,21.4
545,2022-01-26 17:00:00,21.0
546,2022-01-26 18:00:00,20.433
547,2022-01-26 19:00:00,19.833
548,2022-01-26 20:00:00,19.4
549,2022-01-26 21:00:00,19.0
550,2022-01-26 22:00:00,18.75
551,2022-01-26 23:00:00,18.6
552,2022-01-27 00:00:00,18.3
553,2022-01-27 01:00:00,18.05
554,2022-01-27 02:00:00,17.8
555,2022-01-27 03:00:00,17.475
556,2022-01-27 04:00:00,16.933
557,2022-01-27 05:00:00,16.4
558,2022-01-27 06:00:00,17.667
559,2022-01-27 07:00:00,21.3
560,2022-01-27 08:00:00,20.567
561,2022-01-27 09:00:00,19.933
562,2022-01-27 10:00:00,19.95
563,2022-01-27 11:00:00,20.35
564,2022-01-27 12:00:00,21.167
565,2022-01-27 13:00:00,22.1
566,2022-01-27 14:00:00,22.367
567,2022-01-27 15:00:00,21.833
568,2022-01-27 16:00:00,15.1
569,2022-01-27 17:00:00,13.533
570,2022-01-27 18:00:00,13.45
571,2022-01-27 19:00:00,14.433
572,2022-01-27 20:00:00,14.333
573,2022-01-27 21:00:00,23.033
574,2022-01-27 22:00:00,22.75
575,2022-01-27 23:00:00,21.2
576,2022-01-28 00:00:00,19.633
577,2022-01-28 01:00:00,18.4
578,2022-01-28 02:00:00,17.5
579,2022-01-28 03:00:00,17.767
580,2022-01-28 04:00:00,18.8
581,2022-01-28 05:00:00,19.433
582,2022-01-28 06:00:00,15.3
583,2022-01-28 07:00:00,12.1
584,2022-01-28 08:00:00,15.033
585,2022-01-28 09:00:00,9.267
586,2022-01-28 10:00:00,8.267
587,2022-01-28 11:00:00,5.7
588,2022-01-28 12:00:00,13.267
589,2022-01-28 13:00:00,9.467
590,2022-01-28 14:00:00,16.8
591,2022-01-28 15:00:00,9.7
592,2022-01-28 16:00:00,12.3
593,2022-01-28 17:00:00,20.533
594,2022-01-28 18:00:00,13.767
595,2022-01-28 19:00:00,14.533
596,2022-01-28 20:00:00,17.8
597,2022-01-28 21:00:00,23.75
598,2022-01-28 22:00:00,23.167
599,2022-01-28 23:00:00,21.3
600,2022-01-29 00:00:00,19.8
601,2022-01-29 01:00:00,18.8
602,2022-01-29 02:00:00,18.05
603,2022-01-29 03:00:00,17.5
604,2022-01-29 04:00:00,17.033
605,2022-01-29 05:00:00,16.767
606,2022-01-29 06:00:00,17.033
607,2022-01-29 07:00:00,17.7
608,2022-01-29 08:00:00,18.5
609,2022-01-29 09:00:00,19.433
610,2022-01-29 10:00:00,20.5
611,2022-01-29 11:00:00,21.567
612,2022-01-29 12:00:00,22.5
613,2022-01-29 13:00:00,23.2
614,2022-01-29 14:00:00,23.4
615,2022-01-29 15:00:00,23.167
616,2022-01-29 16:00:00,22.5
617,2022-01-29 17:00:00,21.8
618,2022-01-29 18:00:00,21.167
619,2022-01-29 19:00:00,20.433
620,2022-01-29 20:00:00,19.833
621,2022-01-29 21:00:00,19.333
622,2022-01-29 22:00:00,18.9
623,2022-01-29 23:00:00,18.5
624,2022-01-30 00:00:00,18.2
625,2022-01-30 01:00:00,17.9
626,2022-01-30 02:00:00,17.6
627,2022-01-30 03:00:00,19.133
628,2022-01-30 04:00:00,18.467
629,2022-01-30 05:00:00,13.0
630,2022-01-30 06:00:00,13.967
631,2022-01-30 07:00:00,15.6
632,2022-01-30 08:00:00,15.567
633,2022-01-30 09:00:00,6.3
634,2022-01-30 10:00:00,5.867
635,2022-01-30 11:00:00,6.6
636,2022-01-30 12:00:00,7.3
637,2022-01-30 13:00:00,7.375
638,2022-01-30 14:00:00,9.6
639,2022-01-30 15:00:00,14.0
640,2022-01-30 16:00:00,13.867
641,2022-01-30 17:00:00,15.167
642,2022-01-30 18:00:00,10.067
643,2022-01-30 19:00:00,13.967
644,2022-01-30 20:00:00,19.467
645,2022-01-30 21:00:00,14.833
646,2022-01-30 22:00:00,16.633
647,2022-01-30 23:00:00,23.467
648,2022-01-31 00:00:00,22.033
649,2022-01-31 01:00:00,20.8
650,2022-01-31 02:00:00,19.8
651,2022-01-31 03:00:00,19.2
652,2022-01-31 04:00:00,14.033
653,2022-01-31 05:00:00,14.367
654,2022-01-31 06:00:00,14.833
655,2022-01-31 07:00:00,5.35
656,2022-01-31 08:00:00,10.467
657,2022-01-31 09:00:00,5.633
658,2022-01-31 10:00:00,6.433
659,2022-01-31 11:00:00,6.95
660,2022-01-31 12:00:00,7.2
661,2022-01-31 13:00:00,7.233
662,2022-01-31 14:00:00,9.633
663,2022-01-31 15:00:00,6.8
664,2022-01-31 16:00:00,13.133
665,2022-01-31 17:00:00,13.867
666,2022-01-31 18:00:00,14.0
667,2022-01-31 19:00:00,13.6
668,2022-01-31 20:00:00,10.65
669,2022-01-31 21:00:00,20.233
670,2022-01-31 22:00:00,20.475
671,2022-01-31 23:00:00,20.267
672,2022-02-01 00:00:00,20.1
673,2022-02-01 01:00:00,19.95
674,2022-02-01 02:00:00,19.7
675,2022-02-01 03:00:00,19.5
676,2022-02-01 04:00:00,19.267
677,2022-02-01 05:00:00,19.733
678,2022-02-01 06:00:00,15.633
679,2022-02-01 07:00:00,18.5
680,2022-02-01 08:00:00,12.3
681,2022-02-01 09:00:00,6.65
682,2022-02-01 10:00:00,22.35
683,2022-02-01 11:00:00,17.0
684,2022-02-01 12:00:00,8.033
685,2022-02-01 13:00:00,7.5
686,2022-02-01 14:00:00,6.667
687,2022-02-01 15:00:00,25.8
688,2022-02-01 16:00:00,13.35
689,2022-02-01 17:00:00,14.867
690,2022-02-01 18:00:00,16.033
691,2022-02-01 19:00:00,20.733
692,2022-02-01 20:00:00,16.5
693,2022-02-01 21:00:00,20.525
694,2022-02-01 22:00:00,20.533
695,2022-02-01 23:00:00,20.35
696,2022-02-02 00:00:00,20.167
697,2022-02-02 01:00:00,20.067
698,2022-02-02 02:00:00,19.933
699,2022-02-02 03:00:00,20.1
700,2022-02-02 04:00:00,20.1
701,2022-02-02 05:00:00,20.367
702,2022-02-02 06:00:00,14.167
703,2022-02-02 07:00:00,14.1
704,2022-02-02 08:00:00,5.967
705,2022-02-02 09:00:00,7.05
706,2022-02-02 10:00:00,8.1
707,2022-02-02 11:00:00,9.9
708,2022-02-02 12:00:00,9.9
709,2022-02-02 13:00:00,9.167
710,2022-02-02 14:00:00,7.6
711,2022-02-02 15:00:00,6.3
712,2022-02-02 16:00:00,11.967
713,2022-02-02 17:00:00,9.933
714,2022-02-02 18:00:00,10.4
715,2022-02-02 19:00:00,14.6
716,2022-02-02 20:00:00,14.267
717,2022-02-02 21:00:00,10.65
718,2022-02-02 22:00:00,13.833
719,2022-02-02 23:00:00,15.433
720,2022-02-03 00:00:00,19.1
721,2022-02-03 01:00:00,14.367
722,2022-02-03 02:00:00,14.767
723,2022-02-03 03:00:00,20.5
724,2022-02-03 04:00:00,10.45
725,2022-02-03 05:00:00,11.0
726,2022-02-03 06:00:00,11.3
727,2022-02-03 07:00:00,9.267
728,2022-02-03 08:00:00,6.55
729,2022-02-03 09:00:00,7.7
730,2022-02-03 10:00:00,8.0
731,2022-02-03 11:00:00,9.333
732,2022-02-03 12:00:00,9.733
733,2022-02-03 13:00:00,9.133
734,2022-02-03 14:00:00,8.1
